"visit_library","visit_cinema","visit_concert","visit_museum","visit_historical_site","artistic_activity_sung","artistic_activity_played_music","subjective_urbanization","life_satisfaction","gender","difficulty_bills","megye","marital_status","marital_status_str","occupation","occupation_paid","age_exact","age_education_raw","age_education","big_five_risk_taking","big_five_creative","big_five_organized","big_five_talkative","big_five_compassionate","big_five_calm","weight_10","proj_weight_10","weight_15","proj_weight_15","weight_1569","proj_weight_1569"
0,2,1,0,0,99998,99998,"nagyvárosban él?","Inkább elégedett","férfi","Szinte soha\Soha","Gyor-Sopron","elvált",NA,"Irodai munkát végzo alkalmazott",NA,50,18,18,"2","6","6","3","5","9",0.83738888982723,6786.8079563191,0.84166571212024,6766.73708574057,1.25079946119106,11148.4891604594
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","no","Az esetek többségében","Hajdú-Bihar","házas",NA,"Munkanélküli, vagy ideiglenesen nem dolgozik","Segédmunkás, házi személyzet",59,14,14,"0 - Egyáltalán nem igaz rám nézve","5","10 - Teljes mértékben igaz rám nézve","6","5","4",1.11773160192949,9058.9089742634,1.13319361424953,9110.53301143776,1.64917209626844,14699.2206260411
12,2,0,0,2,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no",NA,"Hajdú-Bihar",NA,NA,NA,NA,NA,888,888,"5","4","2","7","4","4",1.09140366297273,8845.52822876281,1,0.946964205,1,1.215009473
2,4,2,2,1,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nagyon elégedett","no","Néha","Hajdú-Bihar","újraházasodott",NA,"Irodai munkát végzo alkalmazott",NA,51,18,18,"8","8","8","9","8","6",0.730484453007567,5920.37673041259,0.740351586817103,5952.20224236303,1.18293947770613,10543.6469664994
0,2,0,1,2,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nagyon elégedett","no","Néha","Hajdú-Bihar","házas",NA,"Irodai munkát végzo alkalmazott",NA,42,18,18,"3","4","4","3","4","3",0.707015546408252,5730.16766032664,0.7091501792094,5701.3523871937,0.631781083791791,5631.1221606452
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","férfi","Az esetek többségében","Hajdú-Bihar","házas",NA,"Szakmunkás",NA,39,17,17,"10 - Teljes mértékben igaz rám nézve","5","6","4","4","4",0.644248123166304,5221.45485958242,0.652964283845739,5249.63482714831,0.745401354704354,6643.82995112583
9999,5,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Egyáltalán nem elégedett","férfi","NT\NV","Hajdú-Bihar","hajadon\notlen, sosem élt partnerrel",NA,"Diák","SOHA NEM VÉGZETT FIZETETT MUNKÁT",16,999,999,"0 - Egyáltalán nem igaz rám nézve","0 - Egyáltalán nem igaz rám nézve","7","3","3","3",0.946642152593704,7672.27577420514,0.95975984451099,7716.17809747408,0.909225054535581,8104.00546163942
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no","Néha","Hajdú-Bihar","házas",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Segédmunkás, házi személyzet",67,14,14,"4","6","5","5","4","5",1.11773160192949,9058.9089742634,1.13319361424953,9110.53301143776,1,1.215009473
0,1,0,2,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nagyon elégedett","férfi","Szinte soha\Soha","Hajdú-Bihar","házas",NA,"Szakmunkás",NA,48,18,18,"8","8","10 - Teljes mértékben igaz rám nézve","4","5","6",0.77851485262181,6309.64998469996,0.789701421784275,6348.95994989316,1.27132610240967,11331.4449773002
6,4,0,3,3,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nagyon elégedett","férfi","Szinte soha\Soha","Hajdú-Bihar","házas",NA,"Bolttulajdonos, kisiparos, egyéb önálló",NA,43,22,22,"10 - Teljes mértékben igaz rám nézve","8","5","6","7","6",1.48534293975534,12038.2983388683,1.50753566614724,12120.1295874315,1.27785826614381,11389.6667457322
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nagyon elégedett","no","Néha","Hajdú-Bihar","házas",NA,"Munkanélküli, vagy ideiglenesen nem dolgozik","Szakmunkás",30,18,18,"7","8","8","8","7","8",0.706365744600591,5724.90119437296,0.716175894103386,5757.83700435509,0.672905010734137,5997.66345521506
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","férfi","Néha","Hajdú-Bihar","hajadon\notlen, jelenleg partnerével él",NA,"Szakmunkás",NA,52,17,17,"4","7","10 - Teljes mértékben igaz rám nézve","2","8","7",0.64797994758646,5251.70027598808,0.656654660804429,5279.30433876928,1.3055868451209,11636.8140876944
0,4,0,3,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no","Néha","Hajdú-Bihar","hajadon\notlen, jelenleg partnerével él",NA,"Szolgáltatás, közszolgáltatás (pl.: kórház, étterem,",NA,24,22,22,"6","5","5","4","7","5",1.39399399696365,11297.9401381906,1.41279664675982,11358.4566016797,1.23657209667387,11021.6793687836
3,8,6,4,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","férfi","Néha","Hajdú-Bihar","hajadon\notlen, sosem élt partnerrel",NA,"Szolgáltatás, közszolgáltatás (pl.: kórház, étterem,",NA,23,21,21,"8","2","3","3","3","3",0.774191842172779,6274.61316719836,0.784968598044442,6310.90948227945,0.754870702324884,6728.23110621073
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","férfi","Néha","Komárom","házas",NA,"Szakmunkás",NA,29,17,17,"8","7","6","7","7","7",0.633337861347789,5133.0301711074,0.648452075326762,5213.35803900751,0.730536983904106,6511.34246461395
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no","Néha","Komárom","házas",NA,"Szakmunkás",NA,32,14,14,"0 - Egyáltalán nem igaz rám nézve","2","3","2","1","2",1.12327051175254,9103.80032368665,1.15031207870184,9248.1602743668,0.926180419255658,8255.13016680471
0,3,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Komárom","házas",NA,"Szakmunkás",NA,20,16,16,"9","9","9","10 - Teljes mértékben igaz rám nézve","9","9",0.651326107806682,5278.81998951856,0.666324160455284,5357.04418363379,0.762546929678578,6796.65001755595
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","férfi","Az esetek többségében","Komárom","hajadon\notlen, sosem élt partnerrel",NA,"Segédmunkás, házi személyzet",NA,44,14,14,"10 - Teljes mértékben igaz rám nézve","9","9","9","9","9",1.19712715761576,9702.38824127293,1.2269887715806,9864.6176324878,0.995382574283281,8871.9352575834
0,1,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","férfi","Néha","Komárom","házas",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szakmunkás",69,17,17,"7","5","5","5","4","5",1.20406154857505,9758.58958369155,1.23392337918968,9920.36977470729,1,1.215009473
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","no","Szinte soha\Soha","Komárom","hajadon\notlen, sosem élt partnerrel",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Irodai munkát végzo alkalmazott",63,21,21,"8","7","6","7","6","5",1.41688449394119,11483.4613564663,1.45094001401799,11665.1177072517,1,1.215009473
0,0,2,0,1,2,0,"nagyvárosban él?","Inkább elégedett","no","Néha","Gyor-Sopron","egyéb, éspedig  (SPONTÁN)","elvált,  jelenleg partnerével él","Szakmunkás",NA,49,18,18,"4","6","6","8","7","6",0.653982207813254,5300.34695372405,0.656128402720682,5275.07338336659,1.19520403010478,10652.9620355546
0,1,0,0,1,99998,99998,"nagyvárosban él?","Inkább elégedett","no","Szinte soha\Soha","Békés","NT\NV  (SPONTÁN)",NA,"Alkalmazott, aki nem irodai munkát végez, hanem utazik",NA,24,20,20,"0 - Egyáltalán nem igaz rám nézve","6","9","5","8","5",0.774772961728532,6279.32298228246,0.785285955218728,6313.46093772042,0.729444174311115,6501.60215349301
0,0,0,0,0,99998,99998,"nagyvárosban él?","Inkább elégedett","no","Néha","Budapest","házas",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szolgáltatás, közszolgáltatás (pl.: kórház, étterem,",73,18,18,"1","9","10 - Teljes mértékben igaz rám nézve","4","9","7",2.29760607097541,18621.4688926673,2.30664373178035,18544.7161012534,1,1.215009473
0,6,2,1,1,99998,99998,"nagyvárosban él?","Inkább elégedett","no","Szinte soha\Soha","Gyor-Sopron","hajadon\notlen, sosem élt partnerrel",NA,"Diák","SOHA NEM VÉGZETT FIZETETT MUNKÁT",18,999,999,"2","4","4","6","6","6",1.19558239188518,9689.86833746446,1.20052220552096,9651.83446749841,0.963412564282952,8586.98365582219
0,1,0,0,0,99998,99998,"nagyvárosban él?","Nem nagyon elégedett","férfi","Néha","Gyor-Sopron","házas",NA,"Szakmunkás",NA,60,17,17,"1","5","5","3","5","7",0.696982475173564,5648.85236165347,0.699864147964029,5626.69551202042,1.28450703507159,11448.9278268421
0,2,0,0,0,99998,99998,"nagyvárosban él?","Inkább elégedett","no","Néha","Gyor-Sopron","házas",NA,"Irodai munkát végzo alkalmazott",NA,40,18,18,"2","4","7","7","7","7",0.781201133717204,6331.4215583769,0.784633998520152,6308.21940357328,0.664473490665712,5922.51255132874
0,3,4,3,0,99998,99998,"nagyvárosban él?","Nagyon elégedett","no","Szinte soha\Soha","Budapest","házas",NA,"Segédmunkás, házi személyzet",NA,63,23,23,"0 - Egyáltalán nem igaz rám nézve","8","8","3","9","10 - Teljes mértékben igaz rám nézve",1.42716204406775,11566.758089702,1.43283918722429,11519.5925490046,1,1.215009473
0,0,0,0,0,99998,99998,"nagyvárosban él?","Nem nagyon elégedett","no","Az esetek többségében","Komárom","elvált",NA,"Segédmunkás, házi személyzet",NA,64,14,14,"6","4","4","6","4","3",1.12977708612267,9156.53432964261,1.15681333044801,9300.4283668661,1,1.215009473
10,12,0,5,4,99998,99998,"nagyvárosban él?","Inkább elégedett","no","Szinte soha\Soha","Komárom","hajadon\notlen, sosem élt partnerrel",NA,"Diák","Irodai munkát végzo alkalmazott",20,999,999,"5","9","9","8","8","8",0.734256665446006,5950.94948066177,0.751253556813734,6039.85077505423,0.690912956186272,6158.16990801134
1,1,2,0,0,0,96,"nagyvárosban él?","Inkább elégedett","férfi","Szinte soha\Soha","Budapest","hajadon\notlen, jelenleg partnerével él",NA,"Diák","SOHA NEM VÉGZETT FIZETETT MUNKÁT",20,99,99,"8","8","9","9","9","9",1.20606083658971,9774.79326631708,1.21122701683166,9737.89790414422,1.08465215949403,9667.60317555084
0,2,1,0,1,99998,99998,"nagyvárosban él?","Inkább elégedett","férfi","Szinte soha\Soha","Budapest","hajadon\notlen, sosem élt partnerrel",NA,"Szakmunkás",NA,38,17,17,"4","8","8","8","8","5",0.78804781608584,6386.91204665342,0.791630419630479,6364.46850759755,0.748093426738228,6667.82463358294
3,6,1,2,1,99998,99998,"nagyvárosban él?","Inkább elégedett","no","Szinte soha\Soha","Gyor-Sopron","hajadon\notlen, sosem élt partnerrel",NA,"Diák","SOHA NEM VÉGZETT FIZETETT MUNKÁT",17,99,99,"9","9","9","9","9","9",0.955410930952793,7743.34432486018,0.958990670991365,7709.99417563234,0.83235324675206,7418.84005950259
0,6,1,0,0,0,0,"nagyvárosban él?","Inkább elégedett","férfi","Szinte soha\Soha","Gyor-Sopron","hajadon\notlen, jelenleg partnerével él",NA,"Alkalmazott (magasan képzett értelmiségi (jogász, orvos,",NA,27,25,25,"6","5","6","6","7","8",1.55386786482006,12593.6741174165,1.56305263471689,12566.4691789087,1.25262257053652,11164.7386995796
0,12,0,0,0,99998,99998,"nagyvárosban él?","Inkább elégedett","férfi","Szinte soha\Soha","Gyor-Sopron","hajadon\notlen, sosem élt partnerrel",NA,"Diák","SOHA NEM VÉGZETT FIZETETT MUNKÁT",22,99,99,"5","3","7","8","8","7",0.832738958090622,6749.12153118291,0.836621456970836,6726.18280403718,0.742682672799105,6619.59809246917
0,1,0,0,0,99998,0,"nagyvárosban él?","Inkább elégedett","no","Néha","Gyor-Sopron","házas",NA,"Munkanélküli, vagy ideiglenesen nem dolgozik","Irodai munkát végzo alkalmazott",33,21,21,"3","6","8","6","9","8",1.49910172177267,12149.8095045869,1.5063274925391,12110.4162380073,1.16981980578729,10426.7101395227
0,0,0,0,0,99998,99998,"nagyvárosban él?","Inkább elégedett","férfi","Szinte soha\Soha","Gyor-Sopron","elvált",NA,"Bolttulajdonos, kisiparos, egyéb önálló",NA,64,18,18,"2","7","8","3","9","9",1.60692435322006,13023.6824468581,1.61581604172822,12990.6709704896,1,1.215009473
0,0,2,0,1,0,0,"nagyvárosban él?","Inkább elégedett","no","Néha","Gyor-Sopron","házas",NA,"Munkanélküli, vagy ideiglenesen nem dolgozik","Szolgáltatás, közszolgáltatás (pl.: kórház, étterem,",34,18,18,"5","7","7","8","9","5",0.781201133717204,6331.4215583769,0.784633998520152,6308.21940357328,0.664473490665712,5922.51255132874
0,2,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no","Néha","Veszprém","elvált",NA,"Segédmunkás, házi személyzet",NA,58,18,18,"2","5","8","8","8","8",0.614555165364981,4980.80155655825,0.628450807785962,5052.55391347268,1.19496870648474,10650.8645747636
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","férfi","Néha","Veszprém","elvált",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Segédmunkás, házi személyzet",58,17,17,"5","5","5","8","8","6",0.65496304818295,5308.29639669589,0.670341639387415,5389.34349592577,1.28425412859048,11446.673648414
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","no","Szinte soha\Soha","Tolna","hajadon\notlen, jelenleg partnerével él",NA,"Bolttulajdonos, kisiparos, egyéb önálló",NA,48,18,18,"7","9","8","9","10 - Teljes mértékben igaz rám nézve","8",0.717344079229589,5813.87759436149,0.709718881203962,5705.92457876801,1.07922631089488,9619.24209436179
0,0,0,1,1,99998,99998,"faluban, falusias településen él, vagy","Nagyon elégedett","férfi",NA,"Tolna",NA,NA,NA,NA,NA,999,999,"5","4","4","3","7","4",1.14224133764186,9257.55367968136,1,0.946964205,1,1.215009473
0,1,3,3,3,99998,99998,"faluban, falusias településen él, vagy","Nagyon elégedett","no","Szinte soha\Soha","Tolna","házas",NA,"Irodai munkát végzo alkalmazott",NA,49,22,22,"3","8","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve",1.37656193502887,11156.658043251,1.36250667795166,10954.1405031687,1.90000102509241,16934.8816419651
10,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","no","Szinte soha\Soha","Tolna","házas",NA,"Irodai munkát végzo alkalmazott",NA,38,18,18,"2","6","9","6","7","8",0.713212775224743,5780.39450516521,0.705730285123438,5673.85747584406,0.616164874194277,5491.93346667217
0,0,1,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Tolna","házas",NA,"Szakmunkás",NA,45,17,17,"3","5","6","7","8","9",0.632659018005596,5127.52833145815,0.62594730564362,5032.42651544889,0.680048953758452,6061.33806800525
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","no","Szinte soha\Soha","Tolna","házas",NA,"Szakmunkás",NA,46,17,17,"6","7","10 - Teljes mértékben igaz rám nézve","7","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve",0.597065781462297,4839.0548827442,0.590147362468338,4744.60582884716,1.10831019023526,9878.46935151269
0,0,0,1,1,99998,99998,"faluban, falusias településen él, vagy","Nagyon elégedett","no","NT\NV","Tolna","hajadon\notlen, sosem élt partnerrel",NA,"Diák","SOHA NEM VÉGZETT FIZETETT MUNKÁT",16,999,999,"2","3","5","7","8","10 - Teljes mértékben igaz rám nézve",0.872260999292876,7069.43686727099,0.862553446506144,6934.66813588415,0.771839419893725,6879.47482652939
0,3,2,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Tolna","hajadon\notlen, sosem élt partnerrel",NA,"Szakmunkás",NA,22,17,17,"5","3","4","5","5","7",1.16329988306476,9428.22743157949,1.15177258806384,9259.90232672992,0.960121116761799,8557.64668522832
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Egyáltalán nem elégedett","no","Néha","Tolna","házas",NA,"Szakmunkás",NA,58,18,18,"2","7","10 - Teljes mértékben igaz rám nézve","8","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve",0.717344079229589,5813.87759436149,0.709718881203962,5705.92457876801,1.07922631089488,9619.24209436179
0,1,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","férfi","Néha","Tolna","hajadon\notlen, jelenleg partnerével él",NA,"Szakmunkás",NA,30,17,17,"6","4","7","4","8","9",0.615313948082593,4986.95128298473,0.608929572848195,4895.60910449373,0.677558817407405,6039.14325662335
0,1,1,0,1,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","no","Néha","Tolna","házas",NA,"Szakmunkás",NA,40,18,18,"7","6","10 - Teljes mértékben igaz rám nézve","9","7","9",1.09130379775553,8844.71884848698,1.08020171324621,8684.4941974533,0.859014291409415,7656.4723711491
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Pest","házas",NA,"Szakmunkás",NA,45,17,17,"0 - Egyáltalán nem igaz rám nézve","0 - Egyáltalán nem igaz rám nézve","5","0 - Egyáltalán nem igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve",1.27877261261654,10364.10232696,1.28768070722644,10352.5623899207,0.985277574518194,8781.86847722179
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Nem nagyon elégedett","férfi","Néha","Pest","egyéb, éspedig  (SPONTÁN)","Elettárs","Csoportvezeto, muvezeto",NA,59,19,19,"0 - Egyáltalán nem igaz rám nézve","5","10 - Teljes mértékben igaz rám nézve","0 - Egyáltalán nem igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve",0.840572500735417,6812.61025212692,0.846037642482776,6801.88608004369,1.23785773134236,11033.1383473095
0,12,2,0,1,99998,99998,"faluban, falusias településen él, vagy","Nem nagyon elégedett","no","Néha","Pest","hajadon\notlen, jelenleg partnerével él",NA,"Szolgáltatás, közszolgáltatás (pl.: kórház, étterem,",NA,25,18,18,"0 - Egyáltalán nem igaz rám nézve","5","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve",0.762672180720988,6181.2494613445,0.767266904092952,6168.59323104446,0.655190409775644,5839.77160852402
0,6,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Nem nagyon elégedett","no","NT\NV","Pest","hajadon\notlen, jelenleg partnerével él",NA,"Diák","Segédmunkás, házi személyzet",17,999,999,"10 - Teljes mértékben igaz rám nézve","0 - Egyáltalán nem igaz rám nézve","5","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve",0.959043241696981,7772.78321013554,0.963972031609388,7750.04280437655,0.823741082138639,7342.0790543856
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Egyáltalán nem elégedett","férfi","Az esetek többségében","Pest","házas",NA,"Szakmunkás",NA,44,16,16,"0 - Egyáltalán nem igaz rám nézve","0 - Egyáltalán nem igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","0 - Egyáltalán nem igaz rám nézve",0.695602985813643,5637.67197763201,0.69954586390654,5624.13660471957,0.725778246922617,6468.92740984163
1,1,3,2,2,99998,99998,"nagyvárosban él?","Inkább elégedett","férfi","Szinte soha\Soha","Budapest","hajadon\notlen, jelenleg partnerével él",NA,"Alkalmazott (magasan képzett értelmiségi (jogász, orvos,",NA,41,19,19,"8","6","7","8","8","9",0.78804781608584,6386.91204665342,0.791630419630479,6364.46850759755,0.748093426738228,6667.82463358294
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","no","Az esetek többségében","Borsod","özvegy",NA,"Munkanélküli, vagy ideiglenesen nem dolgozik","Segédmunkás, házi személyzet",53,16,16,"5","5","4","2","7","7",1.17422227477508,9516.75042951051,1.18968884244936,9564.73751367908,1.60432735597279,14299.5153842323
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","férfi","Szinte soha\Soha","Borsod","házas",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szakmunkás",70,13,13,"1","7","10 - Teljes mértékben igaz rám nézve","7","8","2",0.817861353847124,6628.5426172788,0.829071888995194,6665.48656696057,1,1.215009473
0,0,1,1,1,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no","Az esetek többségében","Borsod","elvált",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Segédmunkás, házi személyzet",75,14,14,"1","2","8","7","9","2",3.62761204990708,29400.8036431293,3.67678927107238,29560.2707330725,1,1.215009473
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","férfi","Az esetek többségében","Borsod","elvált",NA,"Munkanélküli, vagy ideiglenesen nem dolgozik","Segédmunkás, házi személyzet",54,17,17,"6","9","7","10 - Teljes mértékben igaz rám nézve","5","2",0.680729154253266,5517.1236402929,0.689392098117996,5542.50340696439,1.27008496927948,11320.3826450256
0,1,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","no","Szinte soha\Soha","Borsod","elvált",NA,"Irodai munkát végzo alkalmazott",NA,41,22,22,"8","10 - Teljes mértékben igaz rám nézve","9","3","10 - Teljes mértékben igaz rám nézve","8",1.46414333724503,11866.4813578507,1.4837883517184,11929.2083809259,1.15668541434892,10309.6421161318
0,2,0,1,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nagyon elégedett","férfi",NA,"Borsod",NA,NA,NA,NA,NA,888,888,"5","4","4","2","8","9",1.22195191659108,9903.58612408958,1,0.946964205,1,1.215009473
0,1,1,5,2,3,3,"nagyvárosban él?","Nem nagyon elégedett","férfi","Szinte soha\Soha","Budapest","egyéb, éspedig  (SPONTÁN)","Külônelek","Nyugdíjas, vagy betegség miatt munkaképtelen","Alkalmazott, aki nem irodai munkát végez, hanem utazik",66,13,13,"7","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","8",0.792612604058937,6423.90840487011,0.796104499963321,6400.43875668439,1,1.215009473
0,1,0,0,0,99998,99998,"nagyvárosban él?","Inkább elégedett","férfi","Szinte soha\Soha","Budapest","házas",NA,"Cégtulajdonos (teljes mértékben, vagy partnerként)",NA,35,17,17,"2","5","7","5","6","6",0.655914502906712,5316.00767704335,0.658258666307584,5292.20005659126,0.768253664437167,6847.51466258638
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","férfi","Az esetek többségében","Komárom","özvegy",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Segédmunkás, házi személyzet",76,14,14,"1","2","2","3","2","1",3.71979673378047,30147.9352967291,3.81349818544935,30659.3689469412,1,1.215009473
0,3,0,5,0,40,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","no",NA,"Komárom",NA,NA,NA,NA,NA,99,99,"10 - Teljes mértékben igaz rám nézve","8","7","7","7","7",1.10316541825282,8940.85403889107,1,0.946964205,1,1.215009473
0,4,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","férfi","Néha","Komárom","házas",NA,"Segédmunkás, házi személyzet",NA,49,14,14,"6","6","6","6","6","5",1.20406154857505,9758.58958369155,1.23392337918968,9920.36977470729,1.74343444192192,15539.3894711385
0,0,10,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no","Néha","Komárom","házas",NA,"Szakmunkás",NA,44,17,17,"5","6","5","6","5","6",0.611015839831553,4952.116290988,0.624918935526223,5024.15873156385,0.682245915675219,6080.91978903645
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","no","Néha","Komárom","hajadon\notlen, sosem élt partnerrel",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szakmunkás",66,14,14,"9","9","9","9","9","9",1.12977708612267,9156.53432964261,1.15681333044801,9300.4283668661,1,1.215009473
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no","Néha","Komárom","házas",NA,"Szolgáltatás, közszolgáltatás (pl.: kórház, étterem,",NA,51,18,18,"1","2","2","2","1","2",0.614555165364981,4980.80155655825,0.628450807785962,5052.55391347268,1.19496870648474,10650.8645747636
0,1,1,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Inkább elégedett","no","Néha","Komárom","házas",NA,"Irodai munkát végzo alkalmazott",NA,39,18,18,"1","2","3","5","5","4",0.734104362747402,5949.71510893889,0.751535626474374,6042.11852958662,0.664342662536533,5921.34646833519
0,0,0,0,0,99998,99998,"kis, esetleg közepes méretu városban, vagy","Nem nagyon elégedett","férfi","Az esetek többségében","Komárom","hajadon\notlen, régebben partnerrel élt együtt, de",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Segédmunkás, házi személyzet",58,14,14,"3","2","2","2","2","2",1.20406154857505,9758.58958369155,1.23392337918968,9920.36977470729,1.74343444192192,15539.3894711385
0,2,0,1,1,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","férfi","Szinte soha\Soha","Gyor-Sopron","hajadon\notlen, jelenleg partnerével él",NA,"Alkalmazott (magasan képzett értelmiségi (jogász, orvos,",NA,27,24,24,"7","7","8","8","8","8",1.51265705016465,12259.6717343094,1.50564093149205,12104.8964953924,1.17176335933326,10444.0332087374
0,3,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","férfi","Néha","Gyor-Sopron","hajadon\notlen, sosem élt partnerrel",NA,"Alkalmazott, aki nem irodai munkát végez, hanem utazik",NA,37,18,18,"3","4","6","10 - Teljes mértékben igaz rám nézve","10 - Teljes mértékben igaz rám nézve","5",0.810485371810185,6568.7622999351,0.80619451786483,6481.5594407597,0.668023558339465,5954.15462682344
0,0,0,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","no","Szinte soha\Soha","Gyor-Sopron","hajadon\notlen, régebben partnerrel élt együtt, de",NA,"Nyugdíjas, vagy betegség miatt munkaképtelen","Szakmunkás",59,17,17,"3","5","4","6","5","6",1.17037278018664,9485.55132856945,1.16339888623064,9353.37423825281,1.51780640241097,13528.3462697061
0,0,3,0,0,99998,99998,"faluban, falusias településen él, vagy","Inkább elégedett","no","Szinte soha\Soha","Gyor-Sopron","házas",NA,"Irodai munkát végzo alkalmazott",NA,52,18,18,"3","3","4","5","5","5",0.764887669520785,6199.20539221039,0.760085655876665,6110.85817313811,1.08871179483915,9703.78707396523
